transactionId,productId,transactionAmount,transactionDatetime
1,20,3210.15153394469,2018-01-01 10:12:00
2,10,3549.5010796242755,2018-01-01 10:14:00
3,20,1863.465122022245,2018-01-01 10:13:00
4,10,1914.5431928609578,2018-01-01 10:13:00
5,20,1982.1140815308393,2018-01-01 10:11:00
6,10,708.0350308316741,2018-01-01 10:14:00
7,20,3821.5825131002393,2018-01-01 10:15:00
8,30,2751.496828852055,2018-01-01 10:13:00
9,20,4921.064781239203,2018-01-01 10:11:00
10,30,4364.194980470898,2018-01-01 10:10:00
11,30,3872.6291640994473,2018-01-01 10:14:00
12,30,4500.901460203744,2018-01-01 10:14:00
13,10,4320.372620039142,2018-01-01 10:13:00
14,10,3357.379593689739,2018-01-01 10:15:00
15,20,2570.4072354956347,2018-01-01 10:15:00
16,30,1303.9739312011543,2018-01-01 10:12:00
17,10,460.17061573763016,2018-01-01 10:12:00
18,30,2180.9713145500764,2018-01-01 10:15:00
19,30,4123.26504799412,2018-01-01 10:10:00
20,10,4766.540546044839,2018-01-01 10:13:00
21,30,3546.1774782226767,2018-01-01 10:13:00
22,10,1126.1128801403866,2018-01-01 10:10:00
23,30,2201.691958610022,2018-01-01 10:11:00
24,20,4051.436092640413,2018-01-01 10:15:00
25,10,2579.25428601483,2018-01-01 10:13:00
26,10,3689.1064159316443,2018-01-01 10:14:00
27,30,2516.1484039040024,2018-01-01 10:13:00
28,20,650.1724582948214,2018-01-01 10:12:00
29,10,2558.871023769862,2018-01-01 10:12:00
30,20,2281.4046004330307,2018-01-01 10:13:00
31,30,4325.71479633083,2018-01-01 10:11:00
32,20,4104.503839250726,2018-01-01 10:12:00
33,20,764.2346860852783,2018-01-01 10:10:00
34,10,498.9221124557061,2018-01-01 10:15:00
35,10,204.78766034703474,2018-01-01 10:10:00
36,10,978.5191460679483,2018-01-01 10:12:00
37,20,2448.640710986326,2018-01-01 10:11:00
38,30,1625.6379015240875,2018-01-01 10:14:00
39,10,2175.2893914398132,2018-01-01 10:10:00
40,10,4940.4138657245985,2018-01-01 10:13:00
41,10,2003.4942344787137,2018-01-01 10:15:00
42,20,4213.101066330246,2018-01-01 10:13:00
43,20,3995.715449247443,2018-01-01 10:14:00
44,20,1281.867976488377,2018-01-01 10:12:00
45,20,3045.5973848305607,2018-01-01 10:13:00
46,30,4113.91705850918,2018-01-01 10:15:00
47,30,131.72381934858305,2018-01-01 10:14:00
48,30,3717.4881345879567,2018-01-01 10:15:00
49,30,4159.69455837477,2018-01-01 10:13:00
50,10,2671.5199685730836,2018-01-01 10:11:00
51,10,4892.006943695154,2018-01-01 10:12:00
52,30,2115.2700172041905,2018-01-01 10:14:00
53,30,2585.4772149024902,2018-01-01 10:14:00
54,20,4082.726670292147,2018-01-01 10:15:00
55,30,656.7803522164154,2018-01-01 10:12:00
56,10,2754.617853194864,2018-01-01 10:12:00
57,10,3403.7241522838626,2018-01-01 10:12:00
58,20,4451.291762103925,2018-01-01 10:13:00
59,10,4571.301905946583,2018-01-01 10:13:00
60,20,1858.1955500788097,2018-01-01 10:15:00
61,10,2418.5826343799267,2018-01-01 10:13:00
62,10,391.6306425402399,2018-01-01 10:13:00
63,20,2157.08548274334,2018-01-01 10:11:00
64,30,4735.088455327372,2018-01-01 10:14:00
65,10,1408.3284185968812,2018-01-01 10:14:00
66,10,3043.4254883831186,2018-01-01 10:14:00
67,20,887.6891359457175,2018-01-01 10:13:00
68,10,1545.88052903811,2018-01-01 10:14:00
69,20,4960.873931113691,2018-01-01 10:15:00
70,30,241.39625744360518,2018-01-01 10:12:00
71,10,1808.2973717748316,2018-01-01 10:12:00
72,20,3146.6431271224365,2018-01-01 10:12:00
73,20,1205.1794762800562,2018-01-01 10:12:00
74,20,2938.570471851313,2018-01-01 10:10:00
75,30,4564.664186283691,2018-01-01 10:12:00
76,10,1190.7270660600102,2018-01-01 10:14:00
77,10,1193.1888495174294,2018-01-01 10:14:00
78,30,4002.1873586482125,2018-01-01 10:12:00
79,20,4485.496982522211,2018-01-01 10:14:00
80,20,2938.3587021361345,2018-01-01 10:10:00
81,30,3794.512554267633,2018-01-01 10:14:00
82,20,199.77274338150795,2018-01-01 10:15:00
83,20,4032.8052506417207,2018-01-01 10:14:00
84,30,299.666569721603,2018-01-01 10:15:00
85,10,4923.744719713527,2018-01-01 10:11:00
86,10,3879.6956041356907,2018-01-01 10:10:00
87,30,2807.2385816651617,2018-01-01 10:11:00
88,30,4511.583250399907,2018-01-01 10:13:00
89,10,1599.57671725406,2018-01-01 10:14:00
90,20,2961.216354939047,2018-01-01 10:13:00
91,30,4375.142612581456,2018-01-01 10:12:00
92,30,3707.679342473468,2018-01-01 10:13:00
93,30,222.13791362621083,2018-01-01 10:15:00
94,20,4759.065377790131,2018-01-01 10:10:00
95,30,980.6109476993458,2018-01-01 10:13:00
96,10,1241.5299579857265,2018-01-01 10:14:00
97,20,2517.254232782592,2018-01-01 10:14:00
98,10,1295.2370990444485,2018-01-01 10:11:00
99,20,340.13920470130347,2018-01-01 10:15:00
100,20,2155.135452739915,2018-01-01 10:15:00
