transactionId,productId,transactionAmount,transactionDatetime
1,10,2492.9549317198353,2018-01-01 10:14:00
2,30,2722.860081188387,2018-01-01 10:14:00
3,30,2423.509088444079,2018-01-01 10:13:00
4,30,4969.306304951018,2018-01-01 10:10:00
5,10,3450.4177728200943,2018-01-01 10:10:00
6,30,549.4105534500991,2018-01-01 10:15:00
7,30,2517.8025519153553,2018-01-01 10:14:00
8,20,4818.112891903432,2018-01-01 10:13:00
9,30,3018.9209068714063,2018-01-01 10:14:00
10,20,901.0365157054629,2018-01-01 10:15:00
11,30,4696.402002148797,2018-01-01 10:10:00
12,20,2858.7005904499747,2018-01-01 10:15:00
13,20,3465.2831407238373,2018-01-01 10:14:00
14,20,1391.950084649524,2018-01-01 10:12:00
15,10,3531.5581900198945,2018-01-01 10:13:00
16,30,484.35140501045305,2018-01-01 10:14:00
17,20,1914.7443405551173,2018-01-01 10:12:00
18,20,1419.7083628756232,2018-01-01 10:14:00
19,30,1336.122357441755,2018-01-01 10:15:00
20,10,225.53205188526337,2018-01-01 10:10:00
21,20,4915.284193769153,2018-01-01 10:10:00
22,10,1773.9676828880886,2018-01-01 10:12:00
23,10,2897.7986668289373,2018-01-01 10:15:00
24,10,4042.1967765316517,2018-01-01 10:11:00
25,20,4190.209608073223,2018-01-01 10:15:00
26,10,4268.91113205092,2018-01-01 10:11:00
27,30,1567.1649824162178,2018-01-01 10:13:00
28,30,2158.5466935955806,2018-01-01 10:12:00
29,20,3902.4379923158535,2018-01-01 10:14:00
30,20,2642.990211623582,2018-01-01 10:10:00
31,10,517.4041724800106,2018-01-01 10:15:00
32,20,929.8056858515266,2018-01-01 10:11:00
33,30,4531.418499899746,2018-01-01 10:12:00
34,20,1649.8360411422414,2018-01-01 10:15:00
35,30,4754.312569350833,2018-01-01 10:13:00
36,30,3222.6243446217704,2018-01-01 10:12:00
37,30,3154.4713166982733,2018-01-01 10:13:00
38,20,1572.4327658256213,2018-01-01 10:13:00
39,20,4007.9678190706536,2018-01-01 10:12:00
40,10,1074.3929681016325,2018-01-01 10:12:00
41,20,1993.7681997583277,2018-01-01 10:13:00
42,20,3780.6381949028478,2018-01-01 10:12:00
43,30,2988.600888872542,2018-01-01 10:12:00
44,30,1638.9842988189682,2018-01-01 10:13:00
45,10,4612.756159240983,2018-01-01 10:10:00
46,30,440.80732650271545,2018-01-01 10:15:00
47,20,494.81665279903365,2018-01-01 10:12:00
48,30,1308.1989859560333,2018-01-01 10:11:00
49,30,1656.3838844392217,2018-01-01 10:10:00
50,20,3401.403179607925,2018-01-01 10:12:00
51,10,2296.255418069606,2018-01-01 10:15:00
52,20,2338.748100527576,2018-01-01 10:12:00
53,10,4369.534561981107,2018-01-01 10:13:00
54,30,840.2652952660708,2018-01-01 10:15:00
55,20,4962.085890354662,2018-01-01 10:10:00
56,10,1488.268480916245,2018-01-01 10:11:00
57,30,4117.712200467411,2018-01-01 10:13:00
58,20,4605.020639893302,2018-01-01 10:11:00
59,30,2356.8998888378737,2018-01-01 10:11:00
60,20,174.62747775625468,2018-01-01 10:14:00
61,10,1483.804096700439,2018-01-01 10:11:00
62,10,1684.5232562418616,2018-01-01 10:12:00
63,20,4382.666707455238,2018-01-01 10:15:00
64,10,4573.734155986458,2018-01-01 10:11:00
65,30,4030.433228193354,2018-01-01 10:12:00
66,10,1804.3515402840176,2018-01-01 10:13:00
67,10,2004.0626992222724,2018-01-01 10:12:00
68,30,2406.3856490385397,2018-01-01 10:11:00
69,10,3168.960852861195,2018-01-01 10:15:00
70,10,4890.254837301035,2018-01-01 10:14:00
71,10,590.1934993330583,2018-01-01 10:15:00
72,10,3957.5120378572387,2018-01-01 10:12:00
73,30,4909.179334400685,2018-01-01 10:11:00
74,20,2570.652478267887,2018-01-01 10:14:00
75,30,3994.00976277416,2018-01-01 10:15:00
76,20,4342.383481701803,2018-01-01 10:12:00
77,10,1282.0058980832414,2018-01-01 10:14:00
78,10,3655.891281605429,2018-01-01 10:14:00
79,30,4301.443873297856,2018-01-01 10:14:00
80,30,2270.495380858272,2018-01-01 10:10:00
81,20,1247.5874075902493,2018-01-01 10:11:00
82,10,382.58620477904617,2018-01-01 10:11:00
83,30,1668.6952299255677,2018-01-01 10:11:00
84,20,2389.016368856166,2018-01-01 10:15:00
85,10,3308.8830237687207,2018-01-01 10:15:00
86,20,572.563729129866,2018-01-01 10:12:00
87,10,1720.7570003477279,2018-01-01 10:14:00
88,20,3496.121816121235,2018-01-01 10:14:00
89,30,604.8130092531876,2018-01-01 10:15:00
90,20,4342.591335881886,2018-01-01 10:10:00
91,20,897.0567440463701,2018-01-01 10:11:00
92,10,3744.797847610718,2018-01-01 10:11:00
93,10,813.122376771011,2018-01-01 10:10:00
94,20,2345.330929119293,2018-01-01 10:14:00
95,10,1013.7241063049653,2018-01-01 10:11:00
96,10,661.9117302768957,2018-01-01 10:11:00
97,10,3754.972081425796,2018-01-01 10:15:00
98,20,520.5689488320818,2018-01-01 10:12:00
99,10,2349.520188970396,2018-01-01 10:15:00
100,20,2044.2073802705468,2018-01-01 10:15:00
