transactionId,productId,transactionAmount,transactionDatetime
1,30,1339.5062617964525,2024-10-20 10:13:00
1,30,1.5062617964525,2024-10-20 10:13:00
2,20,1097.5353406922957,2018-01-01 10:11:00
3,20,2945.460463527662,2018-01-01 10:14:00
4,30,2298.7869921136653,2018-01-01 10:14:00
5,20,4858.927859364822,2018-01-01 10:13:00
6,30,910.6023525373115,2018-01-01 10:11:00
7,10,1167.8810959873917,2018-01-01 10:12:00
8,20,1793.0515059379327,2018-01-01 10:11:00
9,20,3647.1961668223535,2018-01-01 10:15:00
10,10,647.1990328391202,2018-01-01 10:13:00
11,10,673.0591324501172,2018-01-01 10:11:00
12,20,1471.4026850876953,2018-01-01 10:13:00
13,20,824.5720785296976,2018-01-01 10:13:00
14,10,3420.618987971178,2018-01-01 10:15:00
15,10,3628.62696904935,2018-01-01 10:11:00
16,10,4834.285592589797,2018-01-01 10:13:00
17,10,1482.225892546739,2018-01-01 10:12:00
18,20,327.67289542721096,2018-01-01 10:11:00
19,20,494.5587061948101,2018-01-01 10:13:00
20,10,2258.240785533434,2018-01-01 10:15:00
21,10,3829.2838084202353,2018-01-01 10:14:00
22,20,4118.634166620312,2018-01-01 10:12:00
23,20,4369.5942463091,2018-01-01 10:15:00
24,10,3587.315299978292,2018-01-01 10:11:00
25,20,4313.129082428359,2018-01-01 10:15:00
26,30,3270.440600272421,2018-01-01 10:11:00
27,20,338.65355630031627,2018-01-01 10:11:00
28,10,4054.082144288559,2018-01-01 10:10:00
29,10,4572.506955311855,2018-01-01 10:10:00
30,20,4535.341819890904,2018-01-01 10:12:00
31,20,272.89660271062155,2018-01-01 10:11:00
32,10,4314.9269365939235,2018-01-01 10:14:00
33,30,3906.682879697049,2018-01-01 10:12:00
34,10,2087.8327469595542,2018-01-01 10:13:00
35,10,1074.320213272687,2018-01-01 10:11:00
36,20,2186.709742985662,2018-01-01 10:11:00
37,10,3619.248467006707,2018-01-01 10:14:00
38,10,2553.2975268767045,2018-01-01 10:13:00
39,30,1725.1412280830566,2018-01-01 10:12:00
40,10,184.54399965385758,2018-01-01 10:13:00
41,20,4381.088444230162,2018-01-01 10:10:00
42,10,3051.108332205951,2018-01-01 10:10:00
43,10,4847.621413077902,2018-01-01 10:12:00
44,20,1208.3793342575323,2018-01-01 10:10:00
45,30,286.84571392093096,2018-01-01 10:15:00
46,30,1281.437864728267,2018-01-01 10:14:00
47,20,1796.5872712422577,2018-01-01 10:13:00
48,30,2096.9449139219287,2018-01-01 10:14:00
49,20,3813.7673392317083,2018-01-01 10:14:00
50,10,1768.5884420761379,2018-01-01 10:12:00
51,10,2281.6874146763867,2018-01-01 10:15:00
52,30,3384.212056530788,2018-01-01 10:10:00
53,20,4758.28071942172,2018-01-01 10:10:00
54,10,1039.9126307760735,2018-01-01 10:12:00
55,30,3536.5219522324624,2018-01-01 10:11:00
56,10,356.5268462474555,2018-01-01 10:11:00
57,20,1186.6902887538201,2018-01-01 10:11:00
58,20,2048.382486661625,2018-01-01 10:15:00
59,10,4913.02857798412,2018-01-01 10:11:00
60,30,4654.308348523127,2018-01-01 10:13:00
61,20,1959.2752286050763,2018-01-01 10:14:00
62,20,4654.904623677023,2018-01-01 10:10:00
63,30,4782.851402881752,2018-01-01 10:11:00
64,20,1900.8016408013573,2018-01-01 10:13:00
65,20,3023.4052929120044,2018-01-01 10:12:00
66,30,2694.72484001065,2018-01-01 10:13:00
67,10,4130.548308876669,2018-01-01 10:11:00
68,20,1350.4714681196356,2018-01-01 10:11:00
69,30,4366.470792874851,2018-01-01 10:12:00
70,30,4102.156508830685,2018-01-01 10:14:00
71,30,2516.2353042076097,2018-01-01 10:12:00
72,30,3394.411356836425,2018-01-01 10:13:00
73,30,2379.8139084948,2018-01-01 10:14:00
74,10,2916.349027354203,2018-01-01 10:15:00
75,20,3834.936176834776,2018-01-01 10:13:00
76,10,1759.6606845636416,2018-01-01 10:15:00
77,20,950.1740508498032,2018-01-01 10:15:00
78,30,1413.5282507017866,2018-01-01 10:13:00
79,30,2398.006447949027,2018-01-01 10:12:00
80,10,1359.172878447405,2018-01-01 10:15:00
81,20,4458.308431410261,2018-01-01 10:14:00
82,20,3456.9211385679105,2018-01-01 10:15:00
83,20,4863.117527811766,2018-01-01 10:10:00
84,20,4146.808321111978,2018-01-01 10:10:00
85,10,2838.050086568675,2018-01-01 10:14:00
86,10,960.4512554660995,2018-01-01 10:10:00
87,30,2002.8437078743063,2018-01-01 10:15:00
88,30,4179.025438505549,2018-01-01 10:12:00
89,20,4643.239894537639,2018-01-01 10:11:00
90,30,2207.9707636269063,2018-01-01 10:11:00
91,30,3196.508892318223,2018-01-01 10:14:00
92,30,938.372675835586,2018-01-01 10:11:00
93,20,4992.152260748253,2018-01-01 10:12:00
94,20,1174.427240795894,2018-01-01 10:15:00
95,30,1741.7481277025995,2018-01-01 10:12:00
96,20,908.773847158454,2018-01-01 10:15:00
97,30,241.51390139851623,2018-01-01 10:14:00
98,10,3389.825328077407,2018-01-01 10:12:00
99,10,561.4766979029046,2018-01-01 10:15:00
100,30,3597.7141792609987,2018-01-01 10:11:00
