transactionId,productId,transactionAmount,transactionDatetime
1,10,3109.37881507039,2018-01-01 10:11:00
2,20,4785.064053258181,2018-01-01 10:12:00
3,10,331.96130870744645,2018-01-01 10:12:00
4,20,1195.935300529671,2018-01-01 10:14:00
5,20,3022.626915587264,2018-01-01 10:15:00
6,10,1603.3573717688423,2018-01-01 10:13:00
7,30,3970.6242395066715,2018-01-01 10:14:00
8,10,118.17860331986492,2018-01-01 10:10:00
9,10,3779.2418457569374,2018-01-01 10:14:00
10,10,2265.5174259806895,2018-01-01 10:11:00
11,30,2124.153832322706,2018-01-01 10:15:00
12,10,4355.208908479043,2018-01-01 10:15:00
13,20,1593.8696958185128,2018-01-01 10:10:00
14,20,128.46807630397865,2018-01-01 10:15:00
15,10,4896.1048908446555,2018-01-01 10:11:00
16,20,3796.5122503534485,2018-01-01 10:12:00
17,20,1417.4797317913276,2018-01-01 10:11:00
18,10,3994.815874413758,2018-01-01 10:14:00
19,10,4412.102906987955,2018-01-01 10:13:00
20,10,4301.597514356657,2018-01-01 10:15:00
21,10,2917.2955277510755,2018-01-01 10:11:00
22,10,3519.0115102876744,2018-01-01 10:13:00
23,10,2215.8391847434355,2018-01-01 10:13:00
24,30,4382.862062469297,2018-01-01 10:14:00
25,20,2270.109308302832,2018-01-01 10:14:00
26,10,2338.4161724912547,2018-01-01 10:12:00
27,10,897.1476058176976,2018-01-01 10:14:00
28,30,1223.979826639774,2018-01-01 10:15:00
29,10,3880.768535835625,2018-01-01 10:12:00
30,10,624.2977096420465,2018-01-01 10:13:00
31,20,3154.434072539814,2018-01-01 10:14:00
32,30,4978.812248396416,2018-01-01 10:14:00
33,30,487.3592930707646,2018-01-01 10:13:00
34,10,1520.1262403940102,2018-01-01 10:14:00
35,30,2175.781679389017,2018-01-01 10:10:00
36,10,2010.2581305747867,2018-01-01 10:13:00
37,30,2259.578728745285,2018-01-01 10:10:00
38,20,709.6967992243867,2018-01-01 10:10:00
39,10,1523.1437906850997,2018-01-01 10:11:00
40,10,144.91421802250278,2018-01-01 10:13:00
41,10,3605.9597596898097,2018-01-01 10:11:00
42,30,4350.803935755358,2018-01-01 10:10:00
43,20,4255.445567497038,2018-01-01 10:13:00
44,10,2813.1778156348423,2018-01-01 10:15:00
45,10,2035.7165115844382,2018-01-01 10:12:00
46,20,2491.8098760292637,2018-01-01 10:13:00
47,10,2006.691631926271,2018-01-01 10:13:00
48,30,4330.3758920244545,2018-01-01 10:11:00
49,20,2015.480814747752,2018-01-01 10:12:00
50,10,2546.8176739598653,2018-01-01 10:11:00
51,10,4296.108978511569,2018-01-01 10:15:00
52,30,2214.0711960610656,2018-01-01 10:13:00
53,30,3110.3673187665568,2018-01-01 10:12:00
54,30,2237.5581526975793,2018-01-01 10:15:00
55,10,2871.0329465812856,2018-01-01 10:15:00
56,30,4007.636122119056,2018-01-01 10:14:00
57,20,1560.522477907511,2018-01-01 10:14:00
58,10,1655.4182461080018,2018-01-01 10:14:00
59,20,272.8241335796675,2018-01-01 10:12:00
60,10,2399.490104531436,2018-01-01 10:12:00
61,20,4863.015341402382,2018-01-01 10:11:00
62,30,4315.774792421243,2018-01-01 10:13:00
63,10,910.1931062511012,2018-01-01 10:12:00
64,10,2327.584649756988,2018-01-01 10:14:00
65,30,1454.5000197477689,2018-01-01 10:12:00
66,10,3894.349010270267,2018-01-01 10:15:00
67,20,1227.6628519261094,2018-01-01 10:10:00
68,30,1565.2592038739754,2018-01-01 10:14:00
69,30,4055.5312452987896,2018-01-01 10:12:00
70,20,475.750012418534,2018-01-01 10:13:00
71,20,2577.7755479215907,2018-01-01 10:15:00
72,20,1138.6018327712184,2018-01-01 10:10:00
73,20,2382.063708214407,2018-01-01 10:11:00
74,20,1065.665522090219,2018-01-01 10:15:00
75,10,2827.3688173356545,2018-01-01 10:15:00
76,30,4856.946589426194,2018-01-01 10:14:00
77,10,629.0951506378884,2018-01-01 10:13:00
78,30,315.2841476845166,2018-01-01 10:12:00
79,30,2096.9166704706067,2018-01-01 10:13:00
80,10,1619.5146950484764,2018-01-01 10:15:00
81,10,4590.492111328289,2018-01-01 10:14:00
82,30,3147.8143654560904,2018-01-01 10:10:00
83,10,1561.5639380236953,2018-01-01 10:11:00
84,30,1913.0216892436254,2018-01-01 10:11:00
85,10,3602.383128712435,2018-01-01 10:12:00
86,20,376.3951761326102,2018-01-01 10:11:00
87,20,2068.968619396911,2018-01-01 10:15:00
88,20,4807.378580212017,2018-01-01 10:10:00
89,10,2801.9255561881046,2018-01-01 10:12:00
90,10,3094.27689134543,2018-01-01 10:13:00
91,20,3784.3663929181116,2018-01-01 10:14:00
92,10,1838.7247096173096,2018-01-01 10:12:00
93,30,3226.127271196033,2018-01-01 10:15:00
94,30,3378.9832903618876,2018-01-01 10:11:00
95,20,4378.003734647139,2018-01-01 10:11:00
96,30,1976.074355314102,2018-01-01 10:13:00
97,30,3908.464906122811,2018-01-01 10:14:00
98,20,1612.5459065739572,2018-01-01 10:11:00
99,10,1807.1474202823529,2018-01-01 10:13:00
100,20,2439.0578710803356,2018-01-01 10:14:00
