transactionId,productId,transactionAmount,transactionDatetime
1,30,3879.4683164287753,2018-01-01 10:10:00
2,10,4996.245485791938,2018-01-01 10:12:00
3,10,1380.644017902547,2018-01-01 10:10:00
4,10,3529.098962847406,2018-01-01 10:10:00
5,20,490.22377603845604,2018-01-01 10:12:00
6,20,545.3296743229505,2018-01-01 10:14:00
7,30,3383.0242663174345,2018-01-01 10:10:00
8,10,285.3602576926338,2018-01-01 10:11:00
9,20,4534.823750788553,2018-01-01 10:14:00
10,10,3329.142388443314,2018-01-01 10:10:00
11,10,883.1865458349745,2018-01-01 10:14:00
12,30,3097.5925239812614,2018-01-01 10:14:00
13,30,3257.2501899886624,2018-01-01 10:10:00
14,10,658.1383337483976,2018-01-01 10:14:00
15,20,4937.636565907117,2018-01-01 10:10:00
16,30,2311.835992798871,2018-01-01 10:13:00
17,20,608.135971846745,2018-01-01 10:15:00
18,20,2444.060508006124,2018-01-01 10:14:00
19,20,2051.9163843715332,2018-01-01 10:13:00
20,30,3691.580226072647,2018-01-01 10:13:00
21,10,4872.80997045632,2018-01-01 10:13:00
22,10,1160.07147130877,2018-01-01 10:10:00
23,30,393.66484731177513,2018-01-01 10:14:00
24,10,3223.6878076230378,2018-01-01 10:14:00
25,30,4769.8573359288785,2018-01-01 10:14:00
26,30,3898.735848611242,2018-01-01 10:15:00
27,10,764.0777201037305,2018-01-01 10:12:00
28,30,4803.517042892204,2018-01-01 10:10:00
29,30,4846.177375406549,2018-01-01 10:12:00
30,10,3336.2507795041447,2018-01-01 10:15:00
31,10,2380.019167829751,2018-01-01 10:13:00
32,30,3294.000740791219,2018-01-01 10:15:00
33,10,3432.032971648199,2018-01-01 10:10:00
34,20,1841.8372323321382,2018-01-01 10:10:00
35,30,4027.3803476292114,2018-01-01 10:10:00
36,10,4171.063246277672,2018-01-01 10:15:00
37,20,2381.8066223066417,2018-01-01 10:12:00
38,20,4123.543291799595,2018-01-01 10:13:00
39,20,1891.4251299527727,2018-01-01 10:12:00
40,20,1560.6153260973308,2018-01-01 10:10:00
41,10,2370.6005290509315,2018-01-01 10:14:00
42,30,380.8559505405528,2018-01-01 10:12:00
43,30,3564.3919704736927,2018-01-01 10:10:00
44,20,1107.0351879400434,2018-01-01 10:10:00
45,20,318.6483286489371,2018-01-01 10:12:00
46,10,2386.7460487286166,2018-01-01 10:12:00
47,10,3107.1446577740076,2018-01-01 10:15:00
48,30,670.9472519659091,2018-01-01 10:11:00
49,30,1165.4149868540205,2018-01-01 10:10:00
50,20,3958.158536936352,2018-01-01 10:13:00
51,10,3726.5969750214717,2018-01-01 10:13:00
52,20,4167.59143834537,2018-01-01 10:10:00
53,30,2137.744744392624,2018-01-01 10:14:00
54,30,2551.5917050935877,2018-01-01 10:11:00
55,30,4217.988417095176,2018-01-01 10:14:00
56,10,3465.0690681889814,2018-01-01 10:12:00
57,20,4394.643512108905,2018-01-01 10:12:00
58,30,1373.2772961620788,2018-01-01 10:10:00
59,10,155.7163237645915,2018-01-01 10:15:00
60,20,316.17177177975407,2018-01-01 10:13:00
61,30,590.738484035872,2018-01-01 10:15:00
62,10,4365.021062519094,2018-01-01 10:10:00
63,20,2111.865689327503,2018-01-01 10:12:00
64,10,3548.7818510528673,2018-01-01 10:13:00
65,20,2516.26466117543,2018-01-01 10:14:00
66,20,4436.125700540306,2018-01-01 10:12:00
67,30,1237.3647200543196,2018-01-01 10:10:00
68,10,2398.4038944209597,2018-01-01 10:14:00
69,20,4015.709754870019,2018-01-01 10:11:00
70,20,162.65764294036384,2018-01-01 10:15:00
71,20,3671.5217638399954,2018-01-01 10:15:00
72,10,2338.462710655411,2018-01-01 10:11:00
73,20,4300.248705882305,2018-01-01 10:13:00
74,30,1015.1386335409919,2018-01-01 10:14:00
75,30,1917.216401150047,2018-01-01 10:11:00
76,20,538.8609349674139,2018-01-01 10:12:00
77,10,1736.3282556545494,2018-01-01 10:14:00
78,10,3748.4441921902016,2018-01-01 10:12:00
79,30,842.3402549915527,2018-01-01 10:11:00
80,10,3176.991735354903,2018-01-01 10:15:00
81,10,3190.8717760504696,2018-01-01 10:11:00
82,20,2109.729205478023,2018-01-01 10:13:00
83,20,3573.6226241995023,2018-01-01 10:13:00
84,30,1311.9161104467485,2018-01-01 10:12:00
85,30,600.6363813858773,2018-01-01 10:13:00
86,10,2730.0574092863735,2018-01-01 10:12:00
87,10,671.5378101551685,2018-01-01 10:13:00
88,30,102.85635425048942,2018-01-01 10:15:00
89,10,557.8764004323373,2018-01-01 10:12:00
90,20,2891.6102881824527,2018-01-01 10:13:00
91,10,4687.781161060654,2018-01-01 10:15:00
92,20,4679.815651635989,2018-01-01 10:14:00
93,10,1759.5997318780067,2018-01-01 10:10:00
94,20,1577.5083073624817,2018-01-01 10:11:00
95,10,2797.7192212227815,2018-01-01 10:12:00
96,20,2809.7127828302077,2018-01-01 10:13:00
97,30,3782.2253594954204,2018-01-01 10:14:00
98,20,2886.852703492466,2018-01-01 10:13:00
99,30,3571.8787215617713,2018-01-01 10:10:00
100,10,3449.0093882880324,2018-01-01 10:14:00
